NumberOfLayers;NumberOfNodePerLayer;TokenDelay;TransmitRate;NumberOfSensorTypes;AvgEnergie;AvgAppLoopDelay;AvgTupleCpuExecutionDelay;TotalExecutedTuples
5;3;0.000;4.000000;5;49864.883101;39.784431;29.127975;735
5;4;0.000;4.000000;5;45800.651820;54.472523;53.559063;980
5;5;0.000;4.000000;5;42511.390281;65.841515;71.584641;1225
5;6;0.000;4.000000;5;40812.276637;74.864883;68.284393;1470
5;7;0.000;4.000000;5;38968.573045;96.153069;65.889290;1715
