NumberOfLayers;NumberOfNodePerLayer;TokenDelay;TransmitRate;NumberOfSensorTypes;AvgEnergie;AvgAppLoopDelay;AvgTupleCpuExecutionDelay;TotalExecutedTuples
5;3;0.000;4.000000;5;51123.983955;18.957470;16.982704;735
5;4;0.000;4.000000;5;48151.941822;22.398672;24.663872;980
5;5;0.000;4.000000;5;46180.061246;28.483810;32.270027;1225
5;6;0.000;4.000000;5;44187.285155;33.552299;38.903473;1470
5;7;0.000;4.000000;5;42803.253135;37.673985;38.034096;1715
