NumberOfLayers;NumberOfNodePerLayer;TokenDelay;TransmitRate;NumberOfSensorTypes;AvgEnergie;AvgAppLoopDelay;AvgTupleCpuExecutionDelay;TotalExecutedTuples
5;3;0.000;4.000000;5;50700.654812;40.977825;47.778519;735
5;4;0.000;4.000000;5;46152.610340;54.602470;66.120590;980
5;5;0.000;4.000000;5;43298.296373;65.655319;66.703751;1225
5;6;0.000;4.000000;5;41033.367446;80.180725;47.121044;1470
5;7;0.000;4.000000;5;38867.639003;92.132401;99.895210;1715
