NumberOfLayers;NumberOfNodePerLayer;TokenDelay;TransmitRate;NumberOfSensorTypes;AvgEnergie;AvgAppLoopDelay;AvgTupleCpuExecutionDelay;TotalExecutedTuples
7;3;0.000;5.000000;5;15385.193608;11.619561;11.988809;285
7;3;1.000;6.000000;5;14882.926557;12.303019;7.854483;240
7;3;1.000;7.000000;5;14769.720065;11.908390;9.531674;200
7;3;1.000;8.000000;5;14532.146648;11.928381;8.730745;180
7;3;1.000;9.000000;5;14306.646188;12.023399;8.580812;150
7;3;1.000;10.000000;5;14124.856944;12.148565;8.385667;135
